url,Storia,Attivita,Nome,Data di nascita,Luogo di Morte,Luogo di Nascita,La vita,Data di morte
http://www.trentinocultura.net/asp_cat/main.asp?IDProspettiva=19&TipoVista=Scheda&IdObj=197578&Pag=378&IdSel=379,,artista,Ratini Luigi,1880,,Trento,"Dal 1899 al 1901, assolti gli studi professionali in patria, frequenta l?Accademia a Monaco, con i maestri Herterich e Marr. Nel 1901 si trasferisce all'Accademia di Vienna - allievo di Griepenkerl - concludendo la sua formazione artistica in quella romana, sotto la guida di Rosso (1903-1904). Ritornato a Trento si dedica con grande perizia tecnica soprattutto ai ritratti, realizzati in stile pointillistico. La sua istruzione, grazie alla permanenza in Austria, e indubbiamente influenzata dal clima della Secessione e dai maestri, come Böcklin, Klinger e von Stuck, autori di opere dallo spiccato taglio mitologico. Nel 1906 all'Esposizione Internazionale d'Arte di Milano presenta il trittico Tomba di Segantini. Tra il 1910 e il 1921, eccettuato il periodo della I guerra mondiale quando si rifugia con la famiglia in Boemia, si dedica all'insegnamento in alcuni istituti trentini tra i quali la Scuola Reale Elisabettina di Rovereto. Ritornato in Italia, grazie all?incarico dell'editore parigino Richardon negli anni tra il 1921 e 1923 si dedica principalmente all'illustrazione dell'Iliade. Realizza inoltre per lo stesso editore le illustrazioni di tre episodi tratti dalle Metamorfosi di Ovidio, Deucalione e Pirra, Orfeo, Apollo e Dafne. Il tema della Leggenda di Orfeo, che aveva interessato anche Bonazza nel 1905, si compone di 6 tavole e la copertina di deciso orientamento klimtiano. Esegue inoltre le immagini di commento per Il racconto della Bibbia ai fanciulli e al popolo, di Ostilio Lucarini pubblicata da Mondadori nel 1924, oltre a copertine, diplomi e pergamene commemorative, come quella per Zandonai ?cittadino onorario di Trento? del 1926. A partire dal 1926 l?artista si cimenta con grande impegno ai disegni per l'Eneide, progettata da lungo tempo, in vista delle celebrazioni virgiliane del 1930; un lavoro imponente purtroppo mai portato a termine, solo 29 delle 72 tavole programmate sono state ultimate. Anche la tecnica d?esecuzione delle tavole cambia improvvisamente, nel 1930 Ratini utilizza l?acquerello per le rimanenti illustrazioni invece del carboncino che permetteva una piu alta definizione dei particolari decorativi. Bibliografia Gerola G., Artisti trentini all?estero, Trento, 1930; Bonapace E., Luigi Ratini, in ""Studi Trentini"", n. 4, 1934, pp. 402-404; VI Mostra Sindacale della Venezia Tridentina retrospettiva, (cat. della mostra Trento, Scuole Raffaello Sanzio), Trento, 1937; Bonapace E., in Depero F., Fortunato Depero nelle opere e nella vita, Trento, 1940, p.368; Wolf D., Luigi Ratini Pittore e illustratore, C.A.T., Trento, 1953; Vollmer H., Kuenstler Lexicon, vol. IV, Leipzig, 1958, p.22; Comanducci A. M., Dizionario illustrato dei pittori disegnatori e incisori italiani moderni e contemporanei, Milano, IV Ed., Vol. IV, Milano 1973, p.2662; Grafica 1900-1950 Alto Adige Sudtirolo Tirolo Trentino, (cat. della mostra Bolzano, Trento, Innsbruck) Innsbruck 1981-1982 pp. 34, 36, 90-93; Lupo M., ( a cura di), L'Eneide di Virgilio illustrata da Luigi Ratini, (cat. della mostra Trento, Palazzo delle Albere) Trento, 1982; Barbera G., Luigi Ratini, in La pittura in Italia, Il Novecento, tomo secondo, Milano, 1992, p. 1068 (con bibliografia precedente); Arte e stato. Le esposizioni sindacali nelle Tre Venezie (1927-1944), (cat. della mostra Trieste, Museo Revoltella, poi Trento, Palazzo delle Albere) Milano, 1997; Degasperi F., Nicoletti G., Pisetta R. (a cura di), Dizionario degli artisti trentini tra ?800 e ?900, Edizioni Il Castello, Trento, 1998; Scudiero M. (a cura di), Arte trentina del '900, 1900-1950, Trento, 2000; Chini E., Mich E., Pizzamano P. (a cura di), L'arte riscoperta. Opere delle collezioni civiche di Rovereto e dell'Accademia Roveretana degli Agiati dal Rinascimento al Novecento, Rovereto, 2000. a cura di Nicoletta Boschiero - Museo d'arte moderna e contemporanea di Trento e Rovereto",1934
http://www.trentinocultura.net/asp_cat/main.asp?IDProspettiva=19&TipoVista=Scheda&IdObj=50474&Pag=379&IdSel=379, La cultura trentina a cavallo dei due secoli,storico,Reich Desiderio,,,,,
http://www.trentinocultura.net/asp_cat/main.asp?IDProspettiva=19&TipoVista=Scheda&IdObj=50476&Pag=380&IdSel=379, Il nuovo ordinamento delle amministrazioni comunali,deputato alla Dieta di Innsbruck,Riccabona Carlo de,,,,,
http://www.trentinocultura.net/asp_cat/main.asp?IDProspettiva=19&TipoVista=Scheda&IdObj=50651&Pag=381&IdSel=400, La proposta di riforma elettorale per la Camera dei deputati e lo scontro fra centralismo e federalismoLa nascita dell'irredentismoLa presenza alla Dieta di InnsbruckL'eta di Paolo Oss Mazzurana,,Riccabona Vittorio de,,,,,
http://www.trentinocultura.net/asp_cat/main.asp?IDProspettiva=19&TipoVista=Scheda&IdObj=1581602&Pag=382&IdSel=400,,musicista,Riccardo Zandonai,1883,Pesaro,"Sacco di Rovereto, Trento","Allievo di Pietro Mascagni al liceo musicale di Pesaro, si impone all'attenzione del pubblico e della critica con le opere Il grillo del focolare (1907), commmissionata dall'editore Ricordi e Conchita (1911), seguite da Francesca da Rimini (1914), la sua opera piu riuscita e conosciuta, Giulietta e Romeo (1922), I cavalieri di Ekebu (1925), Giuliano (1928), Una partita (1933), La farsa amorosa (1933), tutte chiaramente influenzate dal verismo.Ha lasciato alcuni poemi sinfonici (tra i quali Quadri di Segantini, Primavera in Val di Sole, Patria lontana, Fra gli alberghi delle Dolomiti), concerti (Concerto Andaluso per cello e orchestra e Concerto romantico per violino e orchestra), musica sacra (Messa da Requiem e Te Deum), il balletto Biancaneve, musica da camera e per film. Ha anche esercitato l'attivita di direttore d'orchestra e dal 1940 ha coperto la carica di direttore del conservatorio di Pesaro.(tratto da http://www.operaitaliana.net/zandonai.htm)",1944
http://www.trentinocultura.net/asp_cat/main.asp?IDProspettiva=19&TipoVista=Scheda&IdObj=50477&Pag=383&IdSel=400, La guerra del 1859 e l'attivita dei fuorusciti trentini,segretario del Comitato dei fuoriusciti trentini in Piemonte,Ricci Vittore,,,,,
http://www.trentinocultura.net/asp_cat/main.asp?IDProspettiva=19&TipoVista=Scheda&IdObj=50521&Pag=384&IdSel=400,,archeologo,Roberti Giacomo,20/01/1874,,Rovereto,"Laureatosi in filologia all?Universita di Vienna, rivolse i suoi interessi all?archeologia. Famosi archeologi trentini, quali il Campi, l?Halbherr, il Gerola e Paolo Orsi lo spinsero ad approfondire le ricerche in quella disciplina nel Trentino, dalla preistoria alla romanita. Fu professore di latino e greco, e preside nei Licei di Trento, Rovereto, Riva e Bressanone. Dopo il 1918 venne eletto presidente della Pro Cultura. Socio dell?Accademia roveretana degli Agiati, della Societa di studi per la Venezia tridentina e della Deputazione Veneta di Storia Patria, diede numerosi contributi di studio sulle antichita trentine sotto i titoli di «bricciche» e «memorie», il maggior numero dei quali nella rivista «Studi Trentini di Scienze Storiche». Questi contributi trovarono la loro sistemazione nelle Carte archeologiche, fogli di Trento, Riva, Adamello, Rovereto, edite dalla Direzione generale delle Antichita e Belle Arti. Altri studi significativi del Roberti sono: L?eta neolitica nel Trentino (1909), Dimore preistoriche nella Valle di Cavedine (1912); Usi, costumi e credenze nel Trentino (1932); Archeologia trentina (1935); Tabula synoptica omnium Inscriptionum Latinarum?(1952); Le origini di Rovereto (1955). Necrologio a cura di G.B.E. (GIULIO BENEDETTO EMERT) con bibliografia a cura di CARLO SECONDIANO PISONI in «Studi Trentini di Scienze Storiche», XXXIX (1960), pp. 381-382 e 382-389, e di FERRUCCIO TRENTINI in AAA, 1964, serie VI, vol. IV, fase. B, p. 159.",03/08/1960
http://www.trentinocultura.net/asp_cat/main.asp?IDProspettiva=19&TipoVista=Scheda&IdObj=50478&Pag=385&IdSel=400," Dalle seconde ""compattate"" del 1454 al libello territoriale del 1511: la sovranita dei vescovi nel quadro del legame col Tirolo",comandante dell'esercito veneziano,Roberto da Sanseverino,,,,,
http://www.trentinocultura.net/asp_cat/main.asp?IDProspettiva=19&TipoVista=Scheda&IdObj=50625&Pag=386&IdSel=400," Una dinastia al governo del principatoI rapporti del Principato con la contea del TiroloIl territorio trentino nel periodo francese: tra Austria, Baviera e Italia",imperatore,Rodolfo II,,,,,
http://www.trentinocultura.net/asp_cat/main.asp?IDProspettiva=19&TipoVista=Scheda&IdObj=50479&Pag=387&IdSel=400," Trento e il Tirolo sono oggetto del contendere sullo scacchiere europeoGli Asburgo diventano conti del Tirolo e impongono ai vescovi le ""compattate""",duca d'Austria e conte del Tirolo,Rodolfo IV d'Asburgo,,,,,
http://www.trentinocultura.net/asp_cat/main.asp?IDProspettiva=19&TipoVista=Scheda&IdObj=50714&Pag=388&IdSel=400, La ripresa della vita politica e le istanze autonomistiche,,Romani Pietro,,,,,
http://www.trentinocultura.net/asp_cat/main.asp?IDProspettiva=19&TipoVista=Scheda&IdObj=50480&Pag=389&IdSel=400," Bernardo Cles, il ""secondo fondatore"" del principato vescovile",pittore,Romanino (Girolamo Romani),,,,,
http://www.trentinocultura.net/asp_cat/main.asp?IDProspettiva=19&TipoVista=Scheda&IdObj=458423&Pag=390&IdSel=400,,Vescovo di Trento,Romano,Prima meta del 600,sconosciuto,sconosciuto,"Il vescovo viene nominato nel Dittico Uldariciano, ma non e stato possibile rintracciare altre notizie nelle fonti storiche.",A cavallo fra il 600 e il 700
http://www.trentinocultura.net/asp_cat/main.asp?IDProspettiva=19&TipoVista=Scheda&IdObj=50561&Pag=391&IdSel=400, Il regno dei Goti,imperatore,Romolo Augustolo,,,,,
http://www.trentinocultura.net/asp_cat/main.asp?IDProspettiva=19&TipoVista=Scheda&IdObj=50481&Pag=392&IdSel=400, L?atteggiamento della popolazione ed il controllo politicoElementi di ripresa dell?attivita culturaleLe leggi fondamentali del 1867. La laicizzazione dello stato e la chiesa trentinaAntonio Rosmini,"Sacerdote, filosofo",Rosmini Antonio,24 marzo 1797,Stresa,Rovereto (Trento),"Grande e complessa figura del cattolicesimo dell'Ottocento, che solo recentemente e stato riscoperto e rivalutato dalla Chiesa, che ha autorizzato l'apertura della causa di beatificazione nel febbraio 1994. Antonio Rosmini nacque a Rovereto (Trento) il 24 marzo 1797 da Pier Modesto, patrizio del Sacro Romano Impero e da Giovanna dei Conti Formenti di Biascesa sul Garda; trascorse la fanciullezza in un ambiente impregnato di virtu patriarcali e religiosita, governato dalla madre, donna intelligente e amorosa che seppe imprimere nel fanciullo quei semi di bonta e religiosita, che piu tardi daranno frutto di autentico umanesimo cristiano. Da giovane si manifesta subito in lui una serieta morale e un'apertura agli interessi culturali con spiccata inclinazione alla filosofia, gia nel 1813 a 16 anni rivela l'inizio di una vera aspirazione ascetica, pur essendo aperto a tutti gli interessi culturali e conoscenze in tutti i campi, scopre che non vi e altra sapienza che in Dio. Decide di farsi sacerdote vincendo le resistenze dei familiari, che vedevano in lui l'erede del casato, nel 1816 e all'Universita di Padova, dedicandosi come studente ad ogni specie di ricerca filosofica, scientifica, storica e letteraria, qui conobbe Niccolo Tommaseo che gli restera amico per tutta la vita, come piu tardi nel 1826 avverra a Milano con Alessandro Manzoni. Viene ordinato sacerdote il 21 aprile 1821, poi trascorrera un periodo di raccoglimento e riflessione a Rovereto, dove nel frattempo nel 1820 era morto il padre e diventando erede di tutto il patrimonio familiare, che comportera per lui una delle croci piu grandi della sua vita, il rapporto non facile con il fratello Giuseppe; mentre l'altra sorella Gioseffa Margarita, anima sensibile come la sua, si fara suora nelle Figlie della Carita, Istituto fondato da santa Maddalena di Canossa (? 1835). Antonio Rosmini, spirito straordinariamente ricco di doti, di tendenze universali, d'ingegno vigorosissimo, imposto la sua vita e il suo agire su un principio ascetico: da parte sua vorra soltanto attendere alla purificazione dell'anima dal male e all'acquisto dell'amore o carita di Dio e del prossimo, in cui consiste la perfezione. Continua>>Il pensiero di Antonio Rosmini >>Link Sito ufficialeLa questione rosminianaLe opere di RosminiBibliografia rosminianaUna scelta di articoli su RosminiIl filosofo e i suoi seguaci: i discepoli di Antonio RosminiIl progetto Rosmini - Istituto trentino di culturaIl monumento a Rosmini a MilanoIl monumento a Rosmini a RoveretoCongregazione delle Suore della Provvidenza RosminianeI RosminianiLa casa natale di Antonio Rosmini a Rovereto",1 luglio 1855
http://www.trentinocultura.net/asp_cat/main.asp?IDProspettiva=19&TipoVista=Scheda&IdObj=50648&Pag=393&IdSel=400, La presa di posizione dei liberali trentini,,Rossi Emiliano,,,,,
http://www.trentinocultura.net/asp_cat/main.asp?IDProspettiva=19&TipoVista=Scheda&IdObj=456603&Pag=394&IdSel=400,,,Rovisi Valentino,1715,,Moena,"Figlio di Pietro e di Maria Felicetti, Valentino Rovisi nacque a Moena ove fu battezzato, nella chiesa di San Vigilio, il 23 dicembre 1715. Il padre, Pietro Rovisi, figlio di Cristiano de Rovis di Roncadizza svolgeva qui l'attivita di mercante di legname, dedicandosi in particolare al commercio ed al traffico di scambio con Venezia. E cosi che Valentino Rovisi, dopo un primo apprendistato svolto in ambito locale sia attraverso lo studio delle opere dei numerosi artisti presenti in valle sia presso il pittore Martino Gabrielli, all'eta di dodici anni fu mandato a Venezia come apprendista-garzone ove le relazioni commerciali del padre e probabile gli abbiano consentito di alloggiare il giovane presso qualche persona di sua conoscenza o, per il tramite di questa, in qualche bottega ove Valentino poté svolgere il garzonato. Giunto a Venezia nel 1728 egli ando infatti a vivere, come dichiaro in occasione della sua interrogazione matrimoniale, nella parrocchia di San Silvestro, in calle del Sturion, nei pressi di Rialto e della Riva del Vin, luogo in cui si trovava anche la Dogana di terra, organo deputato dalla Repubblica Veneta a svolgere le funzioni di controllo, ma anche di magazzino, di fondaco e di esazione del dazio dei traffici provenienti e destinati alla terra ferma, base pertanto dell'attivita commerciale del padre. Valentino rimase nella citta lagunare per almeno cinque anni, tanto durava infatti mediamente l'alunnato presso un ""Capo Maestro Depentor"". Scarse sono le notizie relative alla prima formazione del pittore di Moena, tutta l'analisi stilistica delle opere risalenti a questo periodo consente di ritenere che Rovisi avesse frequentato la bottega di Giambattista Tiepolo gia durante gli anni del primo soggiorno, forse svolgendo il garzonato proprio presso l'illustre maestro, e che in seguito vi fosse tornato in qualita di lavorante e di collaboratore.Tra il 1733 ed il 1734 e possibile collocare il primo rientro in patria, mentre nella primavera del 1743 il suo ritorno a Venezia, ove risiedette sino al 1752-53. Due distinti soggiorni in laguna dunque, uno di tipo formativo dal 1728 al 1733-1734, l'altro di collaborazione dall'autunno del 1743 a quello del 1752 (forse posticipabile all'inizio del 1753).Al suo secondo soggiorno veneziano risale l'assidua frequentazione della bottega di Giambattista Tiepolo, questa volta non piu come apprendista garzone, ma come lavorante e verosimilmente collaboratore. In questi anni Rovisi lavoro dunque a stretto contatto con Giambattista Tiepolo, la cui bottega, unita all'atmosfera culturale che si poteva respirare nella citta lagunare, dovettero certo rappresentare per lui un'importante occasione per la sua maturazione di uomo e di artista. Al pittore fiemmese, come a molti altri allievi-collaboratori, veniva offerta l'opportunita di lavorare alla maniera del maestro, di attingere ai suoi repertori, di perfezionarsi a contatto con la sua arte, di metabolizzarla cosi da non lasciare spesso neppure trasparire le proprie peculiarita, in un contesto in cui le singole personalita venivano annullate in favore di quella del maestro e in cui l'armonia dell'opera veniva in primo luogo. Egli si alimento delle sue figure, delle sue composizioni, dipingendo nel suo stile e rispondendo in questo alle specifiche necessita artistiche ed alla prassi di quella bottega.Il 22 aprile 1748 Valentino sposo Lucia Ghisler, figlia del quondam Zuane Ghisler di Mezoldo in val Brembana, bastazo (ovvero facchino) della dogana di Terra. A Venezia gli nacquero tre figli: il 26 gennaio 1749 Maria Giovanna, il 28 maggio 1750 Vincenza Giovanna, il 23 luglio 1752 Giuseppe Pietro. E questo l'ultimo documento che lo testimonia a Venezia.Al momento del suo rientro in patria Valentino giunse cosi carico di immagini e riferimenti desunti dalle opere di Tiepolo, ad alcune delle quali aveva certamente preso parte, ma fornito anche di un vero e proprio taccuino di disegni in seguito impiegati in molteplici opere, adattando e trasformando le figure a seconda delle necessita compositive ed espressive. La dipendenza dalle opere di Tiepolo rimase d'altro canto un elemento costante lungo tutta l'attivita, tanto nelle opere immediatamente successive al suo rientro dalla Serenissima che in quelle piu tarde.Il 18 aprile 1755 a Moena venne battezzata la quarta figlia, Anna Domenica Leopoldina, mentre nel 1756 Valentino Rovisi si trasferi a Chiusa con la famiglia ove, il 19 novembre nacque la quinta figlia, Giovanna Catherina. Il fatto che si fosse spostato con tutta la famiglia, lascia supporre avesse ricevuto un'importante incarico, non certo identificabile nei due Santi affrescati sulla facciata del duomo, o nel gonfalone di Lion o in altre piccole opere sparse: non e pensabile che egli si fosse trasferito solo nell'illusione di trovare nella valle dell'Isarco maggiori opportunita di lavoro. Nel 1758 rientro a Moena.L'anno successivo lavoro a Cembra, tanto ai perduti affreschi della chiesa di San Rocco che al grandioso affresco della chiesa di San Pietro con il Giudizio Universale. Altri importanti cicli a fresco li realizzo nella chiesa di Santa Lucia di Grumes, in quella di Cencenighe, di cui resta solo la decorazione della seconda campata e, nel 1773, nella chiesa dei Santi Pietro e Paolo a Roncegno, ove dipinse, nel soffitto della navata L'Ascensione di Cristo, nell'abside La caduta di Simon Mago e La Conversione di S. Paolo sulla via di Damasco, nella sacrestia L'Adorazione dei Pastori e La Samaritana al pozzo.All'ultimo periodo risale la pala dell'altare maggiore di Moena con San Vigilio, Santa Massenza, San Giovanni Nepomuceno in cui e ancora vivo il ricordo di Tiepolo ed in particolare dal Martirio di San Giovanni vescovo di Bergamo e del Miracolo di San Patrizio d'Irlanda dipinti dal maestro rispettivamente nel 1745 per il Duomo di Bergamo e nel 1746 per la chiesa di San Giovanni di Verdara a Padova.Ultima importante commissione, che lo vide artefice della decorazione di un'intera chiesa, gli giunse da Cavedine: i lavori risultano avviati nel 1779 tuttavia, per l'eta avanzata e l'incedere della malattia, Valentino dovette avvalersi della collaborazione della figlia Vincenza e parte della decorazione, rimasta incompleta, venne conclusa dal pittore Giacomo Antonio Pellegrini.Accanto alle commissioni piu prestigiose, di cui si e detto, vanno ricordati i numerosi affreschi di carattere votivo popolare che Rovisi dipinse sulle facciate delle case a Moena, Predazzo, Ziano, Panchia, Brusino, nei quali si fondono elementi di tradizione colta e di gusto popolare, ed i capitelli, quali quelli a Pra di Sorte ed ai Cernadoi (Moena), a Vigo Cavedine, a Vallada Agordina (Sacello ""dei Gat""); o ancora le svariate Via Crucis che esegui a fresco per le chiese di Tesero, Moena, Panchia, Varena, o ad olio su tela per Torcegno, e infine i gonfaloni per i quali le chiese piu ricche e le Regole investivano ingenti somme di denaro, sebbene si trattasse di apparati in certo qual modo effimeri.L'insieme di queste opere delinea la figura di Valentino Rovisi quale interprete di una pittura di tipo devozionale - familiare nel caso degli affreschi di facciata, o rappresentativa della religiosita dell'intera comunita per i capitelli o le Via Crucis; e i numerosi pagamenti giunti a Rovisi dalla Regole della valle di Fiemme, in modo particolare da quella di Moena, lasciano ritenere che con la sua arte egli interpretasse, in quello specifico tessuto sociale, il ruolo di una sorta di ""pittore della Comunita"", fatto questo che parrebbe trovare riscontro nella prassi che caratterizzava questi pagamenti, erogati parte in denaro, parte in natura.Il 12 marzo 1783 Valentino Rovisi mori a Moena lasciando erede della sua tradizione artistica la figlia Vincenza.",1783
http://www.trentinocultura.net/asp_cat/main.asp?IDProspettiva=19&TipoVista=Scheda&IdObj=50588&Pag=395&IdSel=400, Le vicende politiche,governatore del Trentino,Ruperto,,,,,
http://www.trentinocultura.net/asp_cat/main.asp?IDProspettiva=19&TipoVista=Scheda&IdObj=458425&Pag=396&IdSel=400,,Vescovo di Trento,Rustico,A cavallo fra il 500 e il 600,sconosciuto,sconosciuto,"Il vescovo viene nominato nel Dittico Uldariciano, ma non e stato possibile rintracciare altre notizie nelle fonti storiche.",Seconda meta del 600
http://www.trentinocultura.net/asp_cat/main.asp?IDProspettiva=19&TipoVista=Scheda&IdObj=50482&Pag=397&IdSel=400, Il potere dei vescovi si sviluppa all?ombra dell?Impero,Vescovo di Trento,Salomone,Prima meta del 1100,sconosciuto,sconosciuto ,"Non si conosce con precisione l'anno dell'investitura di Salomone a responsabile della diocesi di Trento, ma da alcuni documenti risulta che egli ricopriva quest'incarico almeno dal 1166. Questo vescovo e noto per aver preso parte a Venezia alla solenne stipulazione della pace fra il papa Alessandro III e l'imperatore Federico Barbarossa, nel 1177, nel contesto di un trattato che sanci ufficialmente il fallimento del disegno politico dell'imperatore svevo. Questa pacificazione fu importante anche per la conferma di Salomone sul soglio vescovile di Trento, attribuzione che era stata messa in discussione nelle trattative preliminari alla pace di Venezia e che pareva fosse destinata ad un altro dignitario ecclesiastico. Salomone, riuscendo a giovarsi dell'intervento mediatore del patriarca di Aquileia, Udalrico II di Treffen, poté ottenere la riconferma all'episcopato di Trento. Tra l'altro, assieme al suo amico e mallevadore Udalrico II di Treffen, Salomone partecipo anche al Concilio Laterano III, tenutosi a Roma nel 1179. Una certa stabilita politica era quindi tornata nel principato tridentino e il vescovo poteva esercitare con tranquillita la propria supremazia. Pochi anni dopo, questo stato di fatto fu consolidato ufficialmente da un famoso decreto dello stesso imperatore Federico, firmato a Wimpfen nell'anno 1182, che ripristino completamente l'egemonia del vescovo sulla citta di Trento e sull'intero territorio, confermando la validita delle incorporazioni di beni e feudi acquisiti negli ultimi anni dalla Chiesa trentina. L'imperatore decise anche la soppressione del controllo dei consoli imperiali in Trento, e stabili il diritto del vescovo di coniare la propria moneta; di comminare pedaggi e stabilire liberamente pesi e misure; e impose a tutti i cittadini il divieto di erigere fortificazioni o castelli all'interno del territorio del principato senza che il vescovo ne avesse autorizzato la costruzione. Da questo momento si assistette ad un incremento notevole del potere temporale della Chiesa di Trento e, al contempo, ad una progressiva tendenza del principato ad affrancarsi dal regno d'Italia. Pochi mesi prima di morire, il vescovo Salomone investi una considerevole somma di denaro per ricostruire ed abbellire la chiesa di Santa Croce, fondando contemporaneamente l'ospedale dei Crociferi; l'Ordine dei Crociferi tenne in gestione l'Istituto per ben tre secoli. Mori negli ultimi giorni dell'anno 1183, probabilmente il 30 dicembre.",30 dicembre 1183
http://www.trentinocultura.net/asp_cat/main.asp?IDProspettiva=19&TipoVista=Scheda&IdObj=50657&Pag=398&IdSel=400, La deputazione trentina alla Camera di Vienna,deputato al Parlamento di Vienna,Salvadori Giovanni,,,,,
http://www.trentinocultura.net/asp_cat/main.asp?IDProspettiva=19&TipoVista=Scheda&IdObj=50643&Pag=399&IdSel=400, L'involuzione politica ed i controlli di polizia,giudice,Salvotti Antonio,,,,,
http://www.trentinocultura.net/asp_cat/main.asp?IDProspettiva=19&TipoVista=Scheda&IdObj=50649&Pag=400&IdSel=400, La presa di posizione dei liberali trentiniLa proposta di riforma elettorale per la Camera dei deputati e lo scontro fra centralismo e federalismo,,Salvotti Scipione,,,,,
http://www.trentinocultura.net/asp_cat/main.asp?IDProspettiva=19&TipoVista=Scheda&IdObj=458427&Pag=401&IdSel=421,,Vescovo di Trento,Sambazio,A cavallo fra il 300 e il 400,sconosciuto,sconosciuto,"Il vescovo viene nominato nel Dittico Uldariciano, ma non e stato possibile rintracciare altre notizie nelle fonti storiche.",Prima meta del 400
http://www.trentinocultura.net/asp_cat/main.asp?IDProspettiva=19&TipoVista=Scheda&IdObj=50536&Pag=402&IdSel=421, Come impostare il problemaPrime notizie sulla cristianita del centro urbanoEvangelizzazione del territorio ruraleSanti e santuari,Vescovo di Trento,San Vigilio,sconosciuta (IV secolo),Val Rendena ,sconosciuto ,"La ""Passio Sancti Vigilii"" come la fonte biografica principaleGli altri documenti che trattano di San Vigilio e le divergenti opinioni sulla sua collocazione nella serie dei vescovi di TrentoLa portata della personalita di San Vigilio nella tradizione popolare trentinaLa missione dei santi martiri della Cappadocia presso il vescovo Vigilio nell'ambito del progetto di apostolato promosso da Ambrogio di MilanoIpotesi sulla struttura organizzativa della diocesi durante l'episcopato di VigilioIl martirio di San Vigilio in Val Rendena e la lunga ricerca delle sue reliquie",26 giugno 400
http://www.trentinocultura.net/asp_cat/main.asp?IDProspettiva=19&TipoVista=Scheda&IdObj=349301&Pag=403&IdSel=421,,artista,Sandri Giovanna,1923,,Roma,"E' nata nel 1923 a Roma dove risiede e lavora. Laureata in Letteratura inglese a Napoli, ha insegnato nei Licei. Ha iniziato nel 1966 la sua attivita espositiva, con la partecipazione a collettive presso la Libreria Feltrinelli e la Galleria l'Obelisco, entrambe a Roma. Ha figurato in un grande numero di rassegne di poesia visuale in tutto il mondo. Del 1969 e il suo libro sperimentale Capitolo Zero, edito da Lerici, seguito da alcuni volumi di poesia in versi e poesia virtuale editi in Italia e negli Stati Uniti, come Ka S (dimora dell'asimmetrico) del 1976 dal Canguro all'Aithya o come farsi scrittura del 1980. Lavora in particolare sulla frammentazione delle lettere dell'alfabeto, alla ricerca di pseudo scritture archetipiche in una continua scomposizione e ricomposizione della scrittura. Ha partecipato alle rassegne piu importanti di poesia visiva:tra cui la Quadriennale di Roma nel 1968, la Biennale di Venezia nel 1978 e quella di San Paolo del Brasile nel 1981.Ha tenuto la sua principale mostra personale alfabeto / albero del Tempo a Palazzo del Te di Mantova, nel 1977. Nel 1989 crea il libro oggetto L'accostarsi alla forma dove la custodia del libro, come scrive Mirella Bentivoglio: "" diviene il duplice segno di una perdita e di un recupero plastico"".Ha collaborato con versi, scritti teorici e testi poetico-virtuali a numerose riviste della neoavanguardia, quali ""Le parole rampanti"". Nella direzione di elementi geometrici, grovigli, scritture esteticamente contrassegnate da un forte rinnovamento, negli anni novanta, crea le opere Clessidra: il ritmo delle tracce, 1992 e Le dieci porte di Zhuang-Zi, 1994. Quest'anno ""Sylabantes"" ha pubblicato alcune poesie tratte dalla raccolta Da scoglio ad arnia.BibliografiaFagone V. (prefazione di), Raccolta italiana di Nuova Scrittura, Milano, 1977;Bentivoglio M. (a cura di), Materializzazioni del linguaggio, Biennale di Venezia, 1978;Bentivoglio M. (a cura di), Pagine italiane all'aperto (cat. generale), Brasile, Museo di Recife, 1981;Bentivoglio M., Crissicopulos S. (a cura di), Fe-mail Art (pieghevole), Salonicco, Galleria ZM, 1983Sandri G., Hermes the Jolly Joker, Roma, Ed. Le parole gelate, 1985;Bentivoglio M. (a cura di), Volumina (cat. mostra), Senigallia, Rocca Roveresca, 1988;Bentivoglio M. (a cura di), Il Librismo (cat. mostra), Fiera di Cagliari, Ed. Arte Duchamp, 1990;Sandri G., Clessidra: il ritmo delle tracce, Verona, Ed. Anterem, 1992;Sandri G., Le dieci porte di Zhuang-Zi, Roma, Fondazione Giacinto Scelsi, 1994Tullio Altan S. (a cura di), Sylabantes: nei territori della poesia, Ed. Le parole gelate, Aquileia, 2001Bentivoglio M. (a cura di), (S)cripturae. Le scritture segrete: artiste tra linguaggio e immagine (cat. mostra), Padova, Galleria Civica, 2001;Boschiero N. (a cura di), Il deposito della Grazia e l'archivio di Nuova Scrittura, (cat. mostra), Rovereto, Archivio del '900, 2001",
http://www.trentinocultura.net/asp_cat/main.asp?IDProspettiva=19&TipoVista=Scheda&IdObj=50483&Pag=404&IdSel=421, Il nuovo ordinamento delle amministrazioni comunali,deputato alla Dieta di Innsbruck,Sartori Giovanni,,,,,
http://www.trentinocultura.net/asp_cat/main.asp?IDProspettiva=19&TipoVista=Scheda&IdObj=50735&Pag=405&IdSel=421, Verso un secondo statuto dell'autonomia: le due autonomie provinciali,Presidente della Repubblica italiana,Scalfaro Oscar Luigi,,,,,
