remoteId;published;modified;Nome;"Abstract (descrizione in breve)";Descrizione;Competenze;"Scheda della struttura";"Orario per il pubblico";Immagine;"Tipologia della Struttura";"Servizio di appartenenza";"Incarico di appartenenza";"Ufficio di appartenenza";"Struttura di appartenenza";"Area di appartenenza";Circoscrizione;"Telefono segreteria";Fax;"Indirizzo e-mail";"Indirizzo e-mail secondario";"Indirizzo e-mail certificata";Sede;Indirizzo;CAP;"Identificativo DB AS400 struttura (univoco)";"Codice identificativo della struttura AS400";"Codice del servizio (primo livello) AS400";"Codice dell'incarico (secondo livello) AS400";"Codice dell'ufficio (terzo livello) AS400";"Codice della struttura (quarto livello) AS400";"Codice altra struttura (quinto livello) AS400";"Data inizio validità";"Data fine validità";lat;lon;address
struttura160;2008-01-01T00:00:00+01:00;2019-01-03T20:05:05+01:00;Sardagna;"Scuola dell'infanzia provinciale";"Vedi 						
					                maggiori informazioni
    
";;;;;"Scuola d'infanzia";"SERVIZI ALL'INFANZIA, ISTRUZIONE E SPORT";;"Istruzione e sport";;"AREA ISTRUZIONE E CULTURA";"Circoscrizione n. 04 - Sardagna";0461-234186;0461-234186;circolo.coordinamento05@provincia.tn.it;;;"SCUOLA MATERNA DI SARDAGNA";"VIA CADUTI DI SARDAGNA, 8  ";38123;160;160;18;;2;18;;2008-01-01T00:00:00+01:00;2200-12-31T00:00:00+01:00;46.063656;11.097598;"VIA CADUTI DI SARDAGNA, 8   "
struttura115;2008-01-01T00:00:00+01:00;2019-01-04T12:09:42+01:00;"Centro storico - Piedicastello - Bondone - Sardagna";"Polo sociale: recapiti telefonici impiegati e assistenti sociali, ubicazione uffici, orario per il pubblico, modalità appuntamenti...";"

Struttura organizzativa
Segreteria:  - Bridarolli Marina
Personale amministrativo: Benini Serena - Viola Ivana - Pompermaier Lorenza
Coordinatrice: Carlin FrancescaEducatori professionali: Dellai Alessandro - Garberoglio DomingoAssistenti socialiArea adulti e anziani


Dossi Barbara

Carolini Leonora

Ippolito Maria Teresa

Rudatis Soraya Fortunata


Area minori e famiglie


Collini Monica

Facenda Sara

Luchesa Elena

Armani Emanuele


";;;"Sede Centro storico/Piedicastello
via V. Alfieri, 6 - 38122 Trentotelefono 0461 889940


lunedì, martedì, mercoledì 8.30 - 12.30

giovedì 10.00 - 12.00 / 13.30 - 16.00

venerdì 8.30 - 12.00


";;"Polo Sociale";"ATTIVITA' SOCIALI";;"Poli sociali";;"AREA SERVIZI ALLA PERSONA";"Circoscrizione n. 12 - Centro storico - Piedicastello";"Centro storico/Piedicastello 0461-889940";;;;;"UFFICI COMUNALI DI VIA ALFIERI (PALAZZO EX ENEL)";"VIA V. ALFIERI, 6  ";38122;115;115;15;;1;2;;2008-01-01T00:00:00+01:00;2200-12-31T00:00:00+01:00;46.070034;11.121492;"VIA V. ALFIERI, 6   "
struttura114;2008-01-01T00:00:00+01:00;2019-01-04T12:11:17+01:00;"Gardolo - Meano";"Polo sociale di Gardolo - Meano: recapiti telefonici impiegati e assistenti sociali, ubicazione uffici, orario per il pubblico, modalità appuntamenti...";"Struttura organizzativa
Segreteria: Esposito Rosaria - Postal Carla
Personale amministrativo: Mattivi Alessandro - Viola Ivana
Coordinatrice: Poli NicolettaEducatore professionale: Galassi RaffaellaAssistenti socialiArea adulti anziani


Bailo Michela

Bellegante Emma

Drago Laura Maria


Area Minori e famiglie 


Chistè Sara 

Marotta Katiuscia

Pedergnana Nicola

Sartori Benedetta


";;;"Sede di Gardolovia S.Anna, 5/a - 2° piano Palazzo Crivelli telefono 0461 - 889825


lunedì, martedì, mercoledì 8.30 - 12.30

giovedì 10.00 - 12.00 / 13.30 - 16.00

venerdì 8.30 - 12.00


";;"Polo Sociale";"ATTIVITA' SOCIALI";;"Poli sociali";;"AREA SERVIZI ALLA PERSONA";"Circoscrizione n. 01 - Gardolo";"Gardolo 0461-889825";;;;;"PALAZZO CRIVELLI A GARDOLO (E CABINA ENEL)";"VIA SANT'ANNA,  5  A";38121;114;114;15;;1;1;;2008-01-01T00:00:00+01:00;2200-12-31T00:00:00+01:00;46.109382;11.110916;"VIA SANT&#039;ANNA,  5  A "
struttura116;2008-01-01T00:00:00+01:00;2019-01-04T12:36:50+01:00;"S.Giuseppe - S. Chiara - Ravina- Romagnano";"Polo sociale  S.Giuseppe S.Chiara - Ravina Romagnano: recapiti telefonici impiegati e assistenti sociali, ubicazione uffici, orario per il pubblico, modalità appunamenti...";"Struttura organizzativa
Segreteria: Bort Giovanna 
Personale amministrativo: Mattei Monica
Coordinatrice: Mosele VallìEducatore professionale: Zendri MariaserenaAssistenti socialiArea adulti anziani


Bruschetti Cinzia

Comai Olga

Filippi Tiziana

Mariotto Silvia

Stenico Valentina


Area minori e famiglie 


Casagrande Veronica

Paolazzi Elisa

Tonelli Lorenza

Torresani Marcella


";;;"Sede S.Giuseppe/S.Chiara
Via Bronzetti, 1 - 38122 Trentotelefono 0461 - 889910 / fax 0461 - 889911


lunedì, martedì, mercoledì 8.30 -12.30

giovedì 10.00 - 12.00 / 13.30 - 16.00

venerdì 8.30 - 12.00


Recapito Aldeno
c/o Ambulatorio APSS Via Florida, 1telefono 0461 - 843313


martedì 09.00 - 11.00 (area adulti e anziani)

2° e 4° lunedì del mese 9.00 - 11.00 (area minori e famiglie)


";;"Polo Sociale";"ATTIVITA' SOCIALI";;"Poli sociali";;"AREA SERVIZI ALLA PERSONA";"Circoscrizione n. 11 - S. Giuseppe S. Chiara";"S.Giuseppe/S.Chiara e Ravina/Romagnano 0461-889910";0461-889911;;;;"UFFICI COMUNALI EDIFICIO VIA BRONZETTI";"VIA F.LLI BRONZETTI, 1  ";38122;116;116;15;;1;3;;2008-01-01T00:00:00+01:00;2200-12-31T00:00:00+01:00;46.059597;11.121087;"VIA F.LLI BRONZETTI, 1   "
struttura117;2008-01-01T00:00:00+01:00;2019-01-04T12:18:47+01:00;"Oltrefersina - Mattarello";"Polo sociale Oltrefersina Mattarello: recapiti telefonici impiegati e assistenti sociali, ubicazione uffici, orario per il pubblico, modalità appunamenti";"

Struttura organizzativa
Segreteria : Pedrolli Gloria
Personale amministrativo: Aloisi Silvia Benini Serena
Coordinatrice: Frasson SusannaEducatore professionale: Banal Antonia Assistenti socialiArea adulti anziani


Iori Stefania

Zambanini Roberta

Zanoni Anna


Area minori e famiglie


Cattani Martina

Fedrizzi Elisabetta

Mattera Gianfranco


";;;"Sede Oltrefersina
via Clarina, 2/1 - Trentotelefono 0461 - 889880


lunedì, martedì, mercoledì 8.30 - 12.30

giovedì 10.00 - 12.00 / 13.30 - 16.00

venerdì 8.30 - 12.00


";;"Polo Sociale";"ATTIVITA' SOCIALI";;"Poli sociali";;"AREA SERVIZI ALLA PERSONA";"Circoscrizione n. 10 - Oltrefersina";Oltrefersina0461-889880;0461-889881;;;;"CENTRO CIVICO OLTREFERSINA - CLARINA";"VIA LA CLARINA, 2  1";38123;117;117;15;;1;4;;2008-01-01T00:00:00+01:00;2200-12-31T00:00:00+01:00;46.051936;11.128265;"VIA LA CLARINA, 2  1 "
struttura225;2009-10-29T17:12:55+01:00;2019-01-09T20:06:20+01:00;"Cantiere di via Maccani- Manutenzione Fabbricati";"Informazioni di contatto, personale assegnato e altre informazioni utili";;;;;;"Altra struttura";"GESTIONE FABBRICATI";;"Manutenzione fabbricati";;"AREA TECNICA E DEL TERRITORIO";"Circoscrizione n. 12 - Centro storico - Piedicastello";;;servizio.gestionefabbricati@comune.trento.it;;;"CANTIERE COMUNALE DI VIA MACCANI";"VIA E. MACCANI, 110  7";38121;225;225;52;;1;1;;2009-01-01T00:00:00+01:00;2200-12-31T00:00:00+01:00;46.089874;11.111923;"VIA E. MACCANI, 110  7 "
struttura441;2017-01-01T00:00:00+01:00;2019-01-09T20:06:20+01:00;Toponomastica;;;;;"dal lunedì al venerdì 8.30 - 12.00";;"Altra struttura";"URBANISTICA E AMBIENTE";;;;"AREA TECNICA E DEL TERRITORIO";"Circoscrizione n. 12 - Centro storico - Piedicastello";"0461-884793 0461-884662 0461-884668 0461-884795";0461-884702;ufficio.toponomastica@comune.trento.it;;;"TOP CENTER  - UFFICI COMUNALI (PRIVATO)";"VIA DEL BRENNERO, 312  ";38121;441;0;53;;;1;;2017-01-01T00:00:00+01:00;2200-12-31T00:00:00+01:00;46.090683;11.117483;"VIA DEL BRENNERO, 312   "
struttura41;2008-01-01T00:00:00+01:00;2019-01-09T20:05:27+01:00;Argentario;"Informazioni sul 						
					                Consiglio circoscrizionale e sull'attività
    
 nella Circoscrizione. Informazioni di contatto, orario per il pubblico, competenze, personale assegnato e altre informazioni utili";;;;"Servizio anagrafe e certificazionidal lunedì al giovedì dalle 8.00 alle 12.00";;Circoscrizione;"SERVIZI DEMOGRAFICI E DECENTRAMENTO";;"Stato civile - decentramento";;"AREA SERVIZI ALLA PERSONA";"Circoscrizione n. 06 - Argentario";0461-889790;0461-889791;circoscrizione.argentario@comune.trento.it;;;"CENTRO CIVICO ""MARNIGHE"" A COGNOLA";"VIA CARLO E VALERIA JULG, 13  ";38121;41;41;11;;1;6;;2008-01-01T00:00:00+01:00;2200-12-31T00:00:00+01:00;46.07694;11.141592;"VIA CARLO E VALERIA JULG, 13   "
struttura37;2008-01-01T00:00:00+01:00;2019-01-09T20:05:26+01:00;Meano;"Struttura organizzativa comunale a disposizione della Circoscrizione.Accedi alla sezione dedicata alle informazioni sul 						
					                Consiglio circoscrizionale e sull'attività nella Circoscrizione
    
.";;;;"Servizio anagrafe e certificazionilunedì, mercoledì e venerdì dalle 8.00 alle 12.00";;Circoscrizione;"SERVIZI DEMOGRAFICI E DECENTRAMENTO";;"Stato civile - decentramento";;"AREA SERVIZI ALLA PERSONA";"Circoscrizione n. 02 - Meano";0461-889760;0461-889761;circoscrizione.meano@comune.trento.it;;;"CENTRO CIVICO MASERA A MEANO (ITEA)";"VIA DELLE SUGARINE, 28  ";38121;37;37;11;;1;2;;2008-01-01T00:00:00+01:00;2200-12-31T00:00:00+01:00;46.126433;11.116412;"VIA DELLE SUGARINE, 28   "
struttura40;2008-01-01T00:00:00+01:00;2019-01-09T20:05:27+01:00;"Ravina Romagnano";"Informazioni sul 						
					                Consiglio circoscrizionale e sull'attività
    
 nella Circoscrizione.";;;;"Servizio anagrafe e certificazionilunedì, mercoledì dalle 8.00 alle 12.00 e nei seguenti venerdì dalle 8.00 alle 12.00* (*aperture alternate fra Mattarello e Ravina-Romagnano)ANNO 2019:

  GENNAIO
  
  LUGLIO
  




  VENERDÍ 11
  
  VENERDÍ 12
  




  VENERDÍ 25
  
  VENERDÍ 26
  




   
  
   
  




  FEBBRAIO
  
  AGOSTO
  




  VENERDÍ 8
  
  VENERDÍ 9
  




  VENERDÍ 22
  
  VENERDÍ 23
  




   
  
   
  




  MARZO
  
  SETTEMBRE
  




  VENERDÍ 8
  
  VENERDÍ 6
  




  VENERDÍ 22
  
  VENERDÍ 20
  




   
  
   
  




  APRILE
  
  OTTOBRE
  




  VENERDÍ 5
  
  VENERDÍ 4
  




  VENERDÍ 19
  
  VENERDÍ 18
  




   
  
   
  




  MAGGIO
  
  NOVEMBRE
  




  VENERDÍ 3VENERDÍ 17VENERDÍ 31
  
  VENERDÍ 15
  




  VENERDÍ 29
  




   
  




   
  
   
  




  GIUGNO
  
  DICEMBRE
  




  VENERDÍ 14
  
  VENERDÍ 13VENERDÍ 27
  




  VENERDÍ 28
  




   
  




";;Circoscrizione;"SERVIZI DEMOGRAFICI E DECENTRAMENTO";;"Stato civile - decentramento";;"AREA SERVIZI ALLA PERSONA";"Circoscrizione n. 05 - Ravina - Romagnano";0461-889780;0461-889781;circoscrizione.ravina@comune.trento.it;;;"CENTRO CIVICO RAVINA";"VIA VAL GOLA, 2  ";38123;40;40;11;;1;5;;2008-01-01T00:00:00+01:00;2200-12-31T00:00:00+01:00;46.037829;11.106558;"VIA VAL GOLA, 2   "
struttura226;2009-10-29T17:12:58+01:00;2019-01-09T20:06:20+01:00;"Cantiere di via Maccani - Impianti tecnologici";"Informazioni di contatto, personale assegnato e altre informazioni utili";;;;;;"Altra struttura";"GESTIONE FABBRICATI";;"Impianti tecnologici";;"AREA TECNICA E DEL TERRITORIO";"Circoscrizione n. 12 - Centro storico - Piedicastello";;;servizio.gestionefabbricati@comune.trento.it;;;"CANTIERE COMUNALE DI VIA MACCANI";"VIA E. MACCANI, 110  7";38121;226;226;52;;2;1;;2009-01-01T00:00:00+01:00;2200-12-31T00:00:00+01:00;46.089874;11.111923;"VIA E. MACCANI, 110  7 "
struttura46;2008-01-01T00:00:00+01:00;2019-01-09T20:05:29+01:00;"S. Giuseppe S. Chiara";"Informazioni sul 						
					                Consiglio circoscrizionale e sull'attività 
    
nella Circoscrizione.";;;;"Servizio anagrafe e certificazionimercoledì e venerdì dalle 8 alle 12";;Circoscrizione;"SERVIZI DEMOGRAFICI E DECENTRAMENTO";;"Stato civile - decentramento";;"AREA SERVIZI ALLA PERSONA";"Circoscrizione n. 11 - S. Giuseppe S. Chiara";0461-889900;0461-889901;circoscrizione.sangiuseppe@comune.trento.it;;;"UFFICI CIRCOSCRIZIONE 11 (EX MATERNA ""COLLODI"")";"VIA C. MARTINI, 4  ";38122;46;46;11;;1;11;;2008-01-01T00:00:00+01:00;2200-12-31T00:00:00+01:00;46.056474;11.11908;"VIA C. MARTINI, 4   "
struttura211;2009-02-24T09:58:48+01:00;2019-01-09T20:05:45+01:00;Povo;"Sede periferica della biblioteca comunale di Trento";;;;"						
					                Consulta il sito della Biblioteca comunale
    
";;"Sede periferica";"BIBLIOTECA E ARCHIVIO STORICO";;"Servizi al pubblico e organizzazione tecnica";;"AREA ISTRUZIONE E CULTURA";"Circoscrizione n. 07 - Povo";0461-889918;;Biblioteca.Povo@comune.trento.it;;;"CENTRO CIVICO DI POVO (EX ELEMENTARI)";"VIA DON T. DALLAFIOR, 5  ";38123;211;211;17;;1;8;;2009-01-01T00:00:00+01:00;2200-12-31T00:00:00+01:00;46.064921;11.153456;"VIA DON T. DALLAFIOR, 5   "
struttura248;2009-01-01T00:00:00+01:00;2019-01-09T20:05:30+01:00;Elettorale;;;;;"Orari in vigore dal 01/09/2011lunedì, martedì, mercoledì e venerdì 8.00/12.00giovedì 8.00/16.00 ";;"Altra struttura";"SERVIZI DEMOGRAFICI E DECENTRAMENTO";;"Anagrafe - elettorale";;"AREA SERVIZI ALLA PERSONA";"Circoscrizione n. 11 - S. Giuseppe S. Chiara";"0461-884299 0461-884298";0461-884017;ufficio.elettorale@comune.trento.it;;;"UFFICI COMUNALI EDIFICIO ANNONA CIVICA EX ONAIRC";"PIAZZA DI FIERA, 17  ";38122;248;248;11;;2;2;;2009-01-01T00:00:00+01:00;2200-12-31T00:00:00+01:00;46.064971;11.123015;"PIAZZA DI FIERA, 17   "
struttura43;2008-01-01T00:00:00+01:00;2019-01-09T20:05:28+01:00;Mattarello;"Informazioni sul 						
					                Consiglio circoscrizionale e sull'attività
    
 nella Circoscrizione.";;;;"Servizio anagrafe e certificazionimartedì, giovedì dalle 8.00 alle 12.00 e nei seguenti venerdì dalle 8.00 alle 12.00* (*aperture alternate fra Mattarello e Ravina-Romagnano)ANNO 2019:

  GENNAIO
  
  LUGLIO
  




  VENERDÍ 4
  
  VENERDÍ 5
  




  VENERDÍ 18
  
  VENERDÍ 19
  




   
  
   
  




  FEBBRAIO
  
  AGOSTO
  




  VENERDÍ 1VENERDÍ 15
  
  VENERDÍ 2
  




  VENERDÍ 16
  




  VENERDÍ 30
  




   
  
   
  




  MARZO
  
  SETTEMBRE
  




  VENERDÍ 1
  
  VENERDÍ 13VENERDÍ 27
  




  VENERDÍ 15
  




  VENERDÍ 29
  




   
  
   
  




  APRILE
  
  OTTOBRE
  




  VENERDÍ 12
  
  VENERDÍ 11
  




  VENERDÍ 26
  
  VENERDÍ 25
  




   
  
   
  




  MAGGIO
  
  NOVEMBRE
  




  VENERDÍ 10VENERDÍ 24
  
  VENERDÍ 8
  




  VENERDÍ 22
  




   
  
   
  




  GIUGNO
  
  DICEMBRE
  




  VENERDÍ 7
  
  VENERDÍ 6VENERDÍ 20
  




  VENERDÍ 21
  




";;Circoscrizione;"SERVIZI DEMOGRAFICI E DECENTRAMENTO";;"Stato civile - decentramento";;"AREA SERVIZI ALLA PERSONA";"Circoscrizione n. 08 - Mattarello";0461-889860;0461-889861;circoscrizione.mattarello@comune.trento.it;;;"CENTRO CIVICO S. VIGILIO A MATTARELLO";"VIA G. POLI, 4  ";38123;43;43;11;;1;8;;2008-01-01T00:00:00+01:00;2200-12-31T00:00:00+01:00;46.006129;11.128142;"VIA G. POLI, 4   "
struttura250;2009-01-01T00:00:00+01:00;2019-01-09T20:05:42+01:00;"Consultorio familiare via Malta";"Consultorio per il singolo, la coppia e la famiglia.";"


Sostegno alle donne in gravidanza e precarietà abitativa

Tematica della prostituzione

Violenza di genere

Genitorilità e problemi di coppia

Adolescenza

Interruzione volontaria gravidanza (in particolare minori)

Scuola (progetto conoscere il consultorio)


";;;"
Consultorio per il singolo, la coppia e la famiglia
Via Malta,12 - 38122 TRENTOtelefono: 0461 / 902190



						
					                Bailo Michela
    
mercoledì tutto il giorno - giovedì pomeriggio

						
					                Menestrina Laura
    



        al mattino nei giorni di lunedì martedì mercoledì e venerdì";;"Altra struttura";"ATTIVITA' SOCIALI";;"Servizi sociali non decentrati";;"AREA SERVIZI ALLA PERSONA";;"0461-902190 0461-902191";;servizio.attivitasociali@comune.trento.it;;;;;;250;250;15;;4;1;;2009-01-01T00:00:00+01:00;2200-12-31T00:00:00+01:00;0;4.511256;" "
struttura44;2008-01-01T00:00:00+01:00;2019-01-09T20:05:28+01:00;Villazzano;"Informazioni sul 						
					                Consiglio circoscrizionale e sull'attività
    
 nella Circoscrizione.";;;;"Servizio anagrafe e certificazionilunedì dalle 14.30 alle 16, martedì e giovedì dalle 8 alle 12";;Circoscrizione;"SERVIZI DEMOGRAFICI E DECENTRAMENTO";;"Stato civile - decentramento";;"AREA SERVIZI ALLA PERSONA";"Circoscrizione n. 09 - Villazzano";0461-889850;0461-889857;circoscrizione.villazzano@comune.trento.it;;;"VILLA DE MERSI A VILLAZZANO";"VIA DELLA VILLA, 6  ";38123;44;44;11;;1;9;;2008-01-01T00:00:00+01:00;2200-12-31T00:00:00+01:00;46.048661;11.145496;"VIA DELLA VILLA, 6   "
struttura287;2011-01-01T21:40:07+01:00;2019-01-09T20:05:57+01:00;"Cantiere illuminazione e semafori  - via Maccani";"Informazioni di contatto, personale assegnato e altre informazioni utili";;;;;;"Altra struttura";"OPERE DI URBANIZZAZIONE PRIMARIA";;"Reti tecnologiche";;"AREA TECNICA E DEL TERRITORIO";"Circoscrizione n. 12 - Centro storico - Piedicastello";0461-889687;0461-884704;servizio.opereurbanizzazioneprimaria@comune.trento.it;;;"CANTIERE COMUNALE DI VIA MACCANI";"VIA E. MACCANI, 110  7";38121;287;287;23;;2;1;;2011-01-01T00:00:00+01:00;2200-12-31T00:00:00+01:00;46.089874;11.111923;"VIA E. MACCANI, 110  7 "
struttura38;2008-01-01T00:00:00+01:00;2019-01-09T20:05:26+01:00;Bondone;"Informazioni sul 						
					                Consiglio circoscrizionale e sull'attività
    
 nella Circoscrizione. Informazioni di contatto, orario per il pubblico, competenze, personale assegnato e altre informazioni utili.";;;;"Servizio anagrafe e certificazionilunedì, mercoledì e giovedì dalle 8.00 alle 12.00";;Circoscrizione;"SERVIZI DEMOGRAFICI E DECENTRAMENTO";;"Stato civile - decentramento";;"AREA SERVIZI ALLA PERSONA";"Circoscrizione n. 03 - Bondone";0461-889890;0461-889891;circoscrizione.bondone@comune.trento.it;;;"CENTRO CIVICO SOPRAMONTE";"VIA DI REVÒLTA, 4  ";38123;38;38;11;;1;3;;2008-01-01T00:00:00+01:00;2200-12-31T00:00:00+01:00;46.071699;11.060041;"VIA DI REVÒLTA, 4   "
struttura251;2009-01-01T00:00:00+01:00;2019-01-09T20:05:42+01:00;"Adozione, Accoglienza famigliare, Centri diurni, Assegno di cura";"Adozione nazionale ed internazionaleSportello accoglienza minori ed adultiIntegrazione socio sanitaria per assegno di cura e centro diurno ";"Segreteria: 						
					                Nardon Claudia
    
Si riceve su appuntamento.Adozioni nazionali ed internazionali   Sportello accoglienza minori ed adulti 						
					                Castagna Manuela
    
Integrazione socio sanitaria per assegno di cura e centro diurno						
					                Graffer Irene
    
						
					                Sicilia Domenica
    
";;;;;"Altra struttura";"ATTIVITA' SOCIALI";;"Servizi sociali non decentrati";;"AREA SERVIZI ALLA PERSONA";"Circoscrizione n. 12 - Centro storico - Piedicastello";0461889953;;servizio.attivitasociali@comune.trento.it;;;"UFFICI COMUNALI DI VIA ALFIERI (PALAZZO EX ENEL)";"VIA V. ALFIERI, 6  ";38122;251;251;15;;4;2;;2009-01-01T00:00:00+01:00;2200-12-31T00:00:00+01:00;46.070034;11.121492;"VIA V. ALFIERI, 6   "
struttura221;2009-02-24T10:28:08+01:00;2019-01-09T20:05:45+01:00;"Archivio storico";"Informazioni di contatto, orario per il pubblico, competenze, personale assegnato e altre informazioni utili";;;;"						
					                Consulta il sito della Biblioteca comunale
    
";;"Altra struttura";"BIBLIOTECA E ARCHIVIO STORICO";;"Servizi al pubblico e organizzazione tecnica";;"AREA ISTRUZIONE E CULTURA";"Circoscrizione n. 12 - Centro storico - Piedicastello";0461-889548;0461-889520;archivio.storico@comune.trento.it;;;"BIBLIOTECA COMUNALE  ""EX COLLEGIO GESUITI""";"VIA ROMA, 55  ";38122;221;221;17;;1;18;;2009-01-01T00:00:00+01:00;2200-12-31T00:00:00+01:00;46.069736;11.120889;"VIA ROMA, 55   "
struttura319;2011-01-01T00:00:00+01:00;2019-01-09T20:05:43+01:00;"Area inclusione sociale";"Informazioni di contatto, orario per il pubblico, competenze, personale assegnato e altre informazioni utili";"Struttura organizzativa
Segreteria: 						
					                Endrighi Cristina
    
 - 						
					                Eccli Margaret
    
 - 						
					                Gorga Maurizio
    
Coordinatrice: 						
					                Larcher Elisa
    
Assistenti sociali


						
					                Cainelli Elisa
    


						
					                Corazza Annalisa
    


						
					                Dalsaso Sandra
    


						
					                Degasperi Marco
    


						
					                Ermano Maria Jole
    


						
					                Groff Anna
    


						
					                Zini Barbara
    



appuntamento presso la segreteria dell'ufficiolunedì, martedì, mercoledì  8.30 - 12.30giovedì 10.00 - 12.00 / 13.30 - 16.00venerdì 8.30 - 12.00";"Cura, in collaborazione con gli altri Uffici e la direzione del Servizio, lo svolgimento di tutte le funzioni e compiti attinenti il servizio sociale che non hanno uno specifico collegamento con gli ambiti e le funzioni di competenza dei Poli sociali e riguardano pertanto indistintamente il territorio cittadino.


Unitamente all’Ufficio poli sociali cura i rapporti con gli enti pubblici e privati che operano nel settore sociale (sanità, magistratura, privato sociale, scuola, ecc.), definendo le modalità di collaborazione ed integrazione.

Gestisce in particolare le seguenti attività e funzioni: 


Funzioni di natura socio-assistenziale nell’ambito del consultorio per il singolo, la coppia e la famiglia istituito nel distretto sanitario ai sensi della legge provinciale n. 20/1977;

Compiti inerenti l’adozione dei minori (sia nazionale che internazionale) come disciplinata dalla legge 4 maggio 1983, n. 184, ed attribuiti dalla medesima o dalla disciplina provinciale di settore al Comune (attività informativa, formativa e di valutazione e supporto alle coppie interessate all’adozione, tenuta rapporti con la magistratura, stipula protocolli, ecc.);

Compiti attinenti alla promozione e sostegno dell’accoglienza familiare (organizzazione, gestione e attuazione di iniziative quali lo “sportello accoglienza”);

Funzioni di coordinamento, in collaborazione con l’ufficio Poli sociali, in relazione alle attività di coprogettazione, verifica e valutazione delle gestioni esterne dei centri diurni e di servizio e all’inserimento degli ospiti nei centri stessi;




Funzioni relative all’area dell’inclusione sociale (le funzioni riguardanti la popolazione zingara, italiani senza fissa dimora, adulti e nuclei stranieri senza fissa dimora, richiedenti asilo politico, rifugiati politici, minori stranieri non accompagnati, il fenomeno della prostituzione, gli ex carcerati, eccIn particolare, per quanto riguarda le funzioni sopra descritte, attua gli interventi socio assistenziali attribuiti al Comune dalla legislazione provinciale e nazionale in materia, quali ad esempio:




Interventi del servizio sociale professionale (attività di sostegno psico sociale, segretariato sociale);

Interventi di tutela ordinari e/o urgenti (collaborazione con la magistratura civile/penale, adulti/minori, attuazione di decreti della magistratura, ecc.);

Attivazione di altri servizi con invii, relazioni, progetti (servizi assistenziali previsti dalle leggi provinciali 35/1983, 13/1990, 16/1991, 21/1992 ecc.);

Partecipazione ad organismi interistituzionali operanti in campo socio sanitario (UVM, commissione per l’inserimento in strutture residenziali di portatori di handicap di cui alla legge n. 104/1992, ecc.);

Elaborazione di progetti di presa in carico attinenti l’attivazione e l’erogazione dei servizi socio assistenziali (educativa a domicilio, servizi residenziali e semiresidenziali, assistenza economica, ecc.).




Cura in collaborazione con gli altri uffici e con la direzione del servizio gli aspetti progettuali e sociali attinenti alla gestione del campo sosta nomadi, dell’ostello per lavoratori extracomunitari, degli interventi socio assistenziali residenziali a favore di persone e nuclei in fase di reinserimento sociale (alloggi semi protetti) e dell’attuazione delle “clausole sociali” relative agli inserimenti lavorativi

Collabora inoltre con l’Ufficio servizi alla persona per i procedimenti amministrativi relativi all’attivazione, in relazioni ai compiti e alle funzioni assegnate, degli interventi socio-assistenziali nelle materie delegate dalla Provincia con la legge provinciale 14/1991.

In collaborazione con gli altri Uffici segue l’informatizzazione delle proprie attività e la raccolta dei dati sull’utenza, sugli interventi e sulla qualità dei servizi erogati.

Collabora con la direzione del Servizio e gli altri Uffici nello svolgimento di tutte le funzioni e compiti che richiedono confronto, coprogettazione ed integrazione delle attività.


";;;;"Altra struttura";"ATTIVITA' SOCIALI";;"Servizi sociali non decentrati";;"AREA SERVIZI ALLA PERSONA";"Circoscrizione n. 11 - S. Giuseppe S. Chiara";0461-884466;;servizio.attivitasociali@comune.trento.it;;;"UFFICI COMUNALI EDIFICIO VIA BRONZETTI";"VIA F.LLI BRONZETTI, 1  ";38122;319;0;15;;4;3;;2011-01-01T00:00:00+01:00;2200-12-31T00:00:00+01:00;46.059597;11.121087;"VIA F.LLI BRONZETTI, 1   "
struttura36;2008-01-01T00:00:00+01:00;2019-01-09T20:05:26+01:00;Gardolo;"Informazioni sul 						
					                Consiglio circoscrizionale e sull'attività
    
 nella Circoscrizione.";;;;"Servizio anagrafe e certificazionidal lunedì al venerdì dalle 8.00 alle 12.00";;Circoscrizione;"SERVIZI DEMOGRAFICI E DECENTRAMENTO";;"Stato civile - decentramento";;"AREA SERVIZI ALLA PERSONA";"Circoscrizione n. 01 - Gardolo";0461-889800;0461-889811;circoscrizione.gardolo@comune.trento.it;;;"CENTRO CIVICO SOCIO-CULTUR.""CASA PEDROLLI"" GARDOLO";"PIAZZALE L. GROFF, 2  ";38121;36;36;11;;1;1;;2008-01-01T00:00:00+01:00;2200-12-31T00:00:00+01:00;46.107853;11.112259;"PIAZZALE L. GROFF, 2   "
