NOME,DESCRIZIONE,ENGLISH DESCRIPTION,CATEGORIA,LATITUDINE (es. 46.281419),LONGITUDINE (es. 11.523885),VIA,CAP,LOCALITA'/CITTA',CONTATTO NOME,CONTATTO TELEFONO,CONTATTO EMAIL,CONTATTO FAX,CONTATTO URL,ORARI,SERVIZI,PREZZI (camera singola mezza pensione),TAG 1,TAG 2,TAG 3,TAG 4,TAG AGGIUNTIVI,CAPIENZA (letti),STORIA,CURIOSITA',COME ARRIVARE,ACCESSIBILITA'
MALYBAR,,,Bar,,,"VIA VITTORIO VENETO, 98      ",38122,Trento,,,,,,,,,,,,,,,,,,
BAR FLORIDA,,,Bar,,,"VIA VITTORIO VENETO, 134      ",38122,Trento,,,,,,,,,,,,,,,,,,
ATENEO CAFFE' BAR,,,Bar,,,"VIA DON G. B. ZANELLA, 3    ",38122,Trento,,,,,,,,,,,,,,,,,,
TRENTOOTTO,,,Bar,,,"VIA MAESTRI DEL LAVORO, 27   ",38121,Trento,,,,,,,,,,,,,,,,,,
BAR RISTORANTE NORD CAFE',,,Bar,,,"PASSAGGIO B. DISERTORI, 13  ",38121,Trento,,,,,,,,,,,,,,,,,,
BAR ELENA,,,Bar,,,"PASSAGGIO B. DISERTORI, 16  ",38121,Trento,,,,,,,,,,,,,,,,,,
UNIBAR,,,Bar,,,"VIA DELLA MALPENSADA, 138     ",38123,Trento,,,,,,,,,,,,,,,,,,
BAR & SHOPPING,,,Bar,,,"TANGENZIALE OVEST, 3       ",38122,Trento,,,,,,,,,,,,,,,,,,
SNACK BAR Q 8,,,Bar,,,"TANGENZIALE OVEST, 4       ",38122,Trento,,,,,,,,,,,,,,,,,,
ENICAFE' & SHOP,,,Bar,,,"TANGENZIALE SUD, 4         ",38123,Trento,,,,,,,,,,,,,,,,,,
BAR GROFF,,,Bar,,,"VIA DI MADONNA BIANCA, 114    ",38123,Trento,,,,,,,,,,,,,,,,,,
BAR FEDELTA',,,Bar,,,"VIA A. PEZCOLLER, 9         ",38123,Trento,,,,,,,,,,,,,,,,,,
BAR AL MARINAIO,,,Bar,,,"VIA DEI MARINAI D'ITALIA, 6 ",38123,Trento,,,,,,,,,,,,,,,,,,
AUTOBAR,,,Bar,,,"STRADA DELL'INTERPORTO, 4   ",38121,Trento,,,,,,,,,,,,,,,,,,
CAFFE' BRISTOT 70,,,Bar,,,"VIA G. UNTERVEGER, 0        ",38122,Trento,,,,,,,,,,,,,,,,,,
BAR AL SOLE,,,Bar,,,"CIMA PALON - VASON, 1       ",38123,Trento - Monte Bondone,,,,,,,,,,,,,,,,,,
BAR SUPERMERCATO CONAD,,,Bar,,,"PIAZZA OVENO, 9             ",38123,Trento - Monte Bondone,,,,,,,,,,,,,,,,,,
BAR VALLEY,,,Bar,,,"VIA DI REVOLTA, 17          ",38123,Trento - Monte Bondone,,,,,,,,,,,,,,,,,,
BAR EN PIAZA CAFFETTERIA,,,Bar,,,"PIAZZA DEL SACRO CUORE, 11   ",38123,Trento - Monte Bondone,,,,,,,,,,,,,,,,,,
BAITA VASON,,,Bar,,,"STRADA DI VASON, 63        ",38123,Trento - Monte Bondone,,,,,,,,,,,,,,,,,,
IL BONDONERO SKIBAR,,,Bar,,,"STRADA DI VASON, 69         ",38123,Trento - Monte Bondone,,,,,,,,,,,,,,,,,,
BAR FILIPPI,,,Bar,,,"STRADA DI CADINE, 16  ",38123,Trento - Monte Bondone,,,,,,,,,,,,,,,,,,
SKYLINE,,,Bar,,,"VIA DI COLTURA, 9/A         ",38123,Trento - Monte Bondone,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
PASTICCERIA CAFFETTERIA CASA DEL CIOCCOLATO,,,Gelateria-Pasticceria,,,"VIA R. BELENZANI, 21         ",38122,Trento,,,,,,,,,,,,,,,,,,
PASTICCERIA LOTT,,,Gelateria-Pasticceria,,,"CORSO 3 NOVEMBRE, 56         ",38122,Trento,,,,,,,,,,,,,,,,,,
PASTICC.-DOLCIUMI-CONFETTERIA-GELATERIA                ,,,Gelateria-Pasticceria,,," VIA A. ABONDI, 1  ",38121,Trento,,,,,,,,,,,,,,,,,,
PASTICC.-DOLCIUMI-CONFETTERIA-GELATERIA                ,,,Gelateria-Pasticceria,,," VICOLO DELL'ADIGE, 9  ",38122,Trento,,,,,,,,,,,,,,,,,,
PASTICC.-DOLCIUMI-CONFETTERIA-GELATERIA                ,,,Gelateria-Pasticceria,,," PIAZZA C. BATTISTI, 4 ",38122,Trento,,,,,,,,,,,,,,,,,,
PASTICC.-DOLCIUMI-CONFETTERIA-GELATERIA                ,,,Gelateria-Pasticceria,,," PIAZZA C. BATTISTI, 10                                    ",38122,Trento,,,,,,,,,,,,,,,,,,
PASTICC.-DOLCIUMI-CONFETTERIA-GELATERIA                ,,,Gelateria-Pasticceria,,," PIAZZA C. BATTISTI, 25                                    ",38122,Trento,,,,,,,,,,,,,,,,,,
PASTICC.-DOLCIUMI-CONFETTERIA-GELATERIA                ,,,Gelateria-Pasticceria,,," VIA R. BELENZANI, 21                                      ",38122,Trento,,,,,,,,,,,,,,,,,,
PASTICC.-DOLCIUMI-CONFETTERIA-GELATERIA                ,,,Gelateria-Pasticceria,,," VIA R. BELENZANI, 28                                      ",38122,Trento,,,,,,,,,,,,,,,,,,
PASTICC.-DOLCIUMI-CONFETTERIA-GELATERIA                ,,,Gelateria-Pasticceria,,," VIA R. BELENZANI, 48                                      ",38122,Trento,,,,,,,,,,,,,,,,,,
PASTICC.-DOLCIUMI-CONFETTERIA-GELATERIA                ,,,Gelateria-Pasticceria,,," VIA BOLGHERA, 34                                          ",38122,Trento,,,,,,,,,,,,,,,,,,
PASTICC.-DOLCIUMI-CONFETTERIA-GELATERIA                ,,,Gelateria-Pasticceria,,," VIA DEL BRENNERO, 5/1                                    ",38122,Trento,,,,,,,,,,,,,,,,,,
PASTICC.-DOLCIUMI-CONFETTERIA-GELATERIA                ,,,Gelateria-Pasticceria,,," VIA DEL BRENNERO, 6                                      ",38122,Trento,,,,,,,,,,,,,,,,,,
PASTICC.-DOLCIUMI-CONFETTERIA-GELATERIA                ,,,Gelateria-Pasticceria,,," VIA DEL BRENNERO, 320                                      ",38121,Trento,,,,,,,,,,,,,,,,,,
PASTICC.-DOLCIUMI-CONFETTERIA-GELATERIA                ,,,Gelateria-Pasticceria,,," VIA DEL BRENNERO, 320                                      ",38121,Trento,,,,,,,,,,,,,,,,,,
PASTICC.-DOLCIUMI-CONFETTERIA-GELATERIA                ,,,Gelateria-Pasticceria,,," PIAZZA GEN. A. CANTORE, 28                                ",38121,Trento,,,,,,,,,,,,,,,,,,
PASTICC.-DOLCIUMI-CONFETTERIA-GELATERIA,,,Gelateria-Pasticceria,,," LARGO G. CARDUCCI, 38                                     ",38122,Trento,,,,,,,,,,,,,,,,,,
PASTICC.-DOLCIUMI-CONFETTERIA-GELATERIA,,,Gelateria-Pasticceria,,," VIA L. EINAUDI, 56                                        ",38123,Trento,,,,,,,,,,,,,,,,,,
PASTICC.-DOLCIUMI-CONFETTERIA-GELATERIA,,,Gelateria-Pasticceria,,," VIA FELICE E G. FONTANA, 41                               ",38122,Trento,,,,,,,,,,,,,,,,,,
PASTICC.-DOLCIUMI-CONFETTERIA-GELATERIA,,,Gelateria-Pasticceria,,," VIA B. GIOVANELLI, 19                                     ",38122,Trento,,,,,,,,,,,,,,,,,,
PASTICC.-DOLCIUMI-CONFETTERIA-GELATERIA,,,Gelateria-Pasticceria,,," PIAZZETTA P. DIEGO LAINEZ,  1                             ",38122,Trento,,,,,,,,,,,,,,,,,,
PASTICC.-DOLCIUMI-CONFETTERIA-GELATERIA,,,Gelateria-Pasticceria,,," VIA E. MACCANI, 36                                        ",38121,Trento,,,,,,,,,,,,,,,,,,
PASTICC.-DOLCIUMI-CONFETTERIA-GELATERIA,,,Gelateria-Pasticceria,,," VIA MANTOVA, 28                                           ",38122,Trento,,,,,,,,,,,,,,,,,,
PASTICC.-DOLCIUMI-CONFETTERIA-GELATERIA,,,Gelateria-Pasticceria,,," VIA G. MAZZINI, 11                                        ",38122,Trento,,,,,,,,,,,,,,,,,,
PASTICC.-DOLCIUMI-CONFETTERIA-GELATERIA,,,Gelateria-Pasticceria,,," VIA G. MAZZINI, 20                                        ",38122,Trento,,,,,,,,,,,,,,,,,,
PASTICC.-DOLCIUMI-CONFETTERIA-GELATERIA,,,Gelateria-Pasticceria,,," LARGO MEDAGLIE D'ORO, 5                                  ",38122,Trento,,,,,,,,,,,,,,,,,,
PASTICC.-DOLCIUMI-CONFETTERIA-GELATERIA,,,Gelateria-Pasticceria,,," VIA MILANO, 152                                            ",38122,Trento,,,,,,,,,,,,,,,,,,
PASTICC.-DOLCIUMI-CONFETTERIA-GELATERIA,,,Gelateria-Pasticceria,,," VIA DEI MILLE, 17                                         ",38122,Trento,,,,,,,,,,,,,,,,,,
PASTICC.-DOLCIUMI-CONFETTERIA-GELATERIA,,,Gelateria-Pasticceria,,," VIA ORIOLA, 28                                            ",38122,Trento,,,,,,,,,,,,,,,,,,
PASTICC.-DOLCIUMI-CONFETTERIA-GELATERIA,,,Gelateria-Pasticceria,,," VIA ORIOLA, 29                                            ",38122,Trento,,,,,,,,,,,,,,,,,,
PASTICC.-DOLCIUMI-CONFETTERIA-GELATERIA,,,Gelateria-Pasticceria,,," VIA P. OSS MAZZURANA, 15                                  ",38122,Trento,,,,,,,,,,,,,,,,,,
PASTICC.-DOLCIUMI-CONFETTERIA-GELATERIA,,,Gelateria-Pasticceria,,," VIA PASUBIO, 22/1                                         ",38122,Trento,,,,,,,,,,,,,,,,,,
PASTICC.-DOLCIUMI-CONFETTERIA-GELATERIA,,,Gelateria-Pasticceria,,," VIA F.LLI PERINI, 58                                      ",38122,Trento,,,,,,,,,,,,,,,,,,
PASTICC.-DOLCIUMI-CONFETTERIA-GELATERIA,,,Gelateria-Pasticceria,,," VIA DEI SOLTERI, 36                                       ",38121,Trento,,,,,,,,,,,,,,,,,,
PASTICC.-DOLCIUMI-CONFETTERIA-GELATERIA,,,Gelateria-Pasticceria,,," VIA TORRE VANGA, 20/1                                     ",38122,Trento,,,,,,,,,,,,,,,,,,
PASTICC.-DOLCIUMI-CONFETTERIA-GELATERIA,,,Gelateria-Pasticceria,,," CORSO 3 NOVEMBRE, 2                                      ",38122,Trento,,,,,,,,,,,,,,,,,,
PASTICC.-DOLCIUMI-CONFETTERIA-GELATERIA,,,Gelateria-Pasticceria,,," CORSO 3 NOVEMBRE, 56                                      ",38122,Trento,,,,,,,,,,,,,,,,,,
PASTICC.-DOLCIUMI-CONFETTERIA-GELATERIA,,,Gelateria-Pasticceria,,," VIA 24 MAGGIO, 9                                         ",38122,Trento,,,,,,,,,,,,,,,,,,
PASTICC.-DOLCIUMI-CONFETTERIA-GELATERIA,,,Gelateria-Pasticceria,,," VIA G. VERDI, 40                                          ",38122,Trento,,,,,,,,,,,,,,,,,,
PASTICC.-DOLCIUMI-CONFETTERIA-GELATERIA,,,Gelateria-Pasticceria,,," VIA DI MADONNA BIANCA, 114                                 ",38123,Trento,,,,,,,,,,,,,,,,,,
PASTICC.-DOLCIUMI-CONFETTERIA-GELATERIA,,,Gelateria-Pasticceria,,," STRADA DI SPINEDA, 6                                     ",38123,Trento - Monte Bondone,,,,,,,,,,,,,,,,,,
PASTICC.-DOLCIUMI-CONFETTERIA-GELATERIA,,,Gelateria-Pasticceria,,," STRADA DI CADINE, 16                                      ",38123,Trento - Monte Bondone,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
PANE E LATTE                                                ,Negozio di alimentari di piccola dimensione (pane e latte),Small-sized food shop (milk and bread),Alimentari,,," VIA DEL BRENNERO, 320 ",38121,Trento,,,,,,,,,,,,,,,,,,
PANE E LATTE                                                ,Negozio di alimentari di piccola dimensione (pane e latte),Small-sized food shop (milk and bread),Alimentari,,," VIA BRESCIA, 25                                           ",38122,Trento,,,,,,,,,,,,,,,,,,
PANE E LATTE                                                ,Negozio di alimentari di piccola dimensione (pane e latte),Small-sized food shop (milk and bread),Alimentari,,," VIA F.LLI BRONZETTI, 31                                   ",38122,Trento,,,,,,,,,,,,,,,,,,
PANE E LATTE                                                ,Negozio di alimentari di piccola dimensione (pane e latte),Small-sized food shop (milk and bread),Alimentari,,," CORSO M. BUONARROTI, 37 ",38122,Trento,,,,,,,,,,,,,,,,,,
PANE E LATTE                                                ,Negozio di alimentari di piccola dimensione (pane e latte),Small-sized food shop (milk and bread),Alimentari,,," VIA CALEPINA, 33                                          ",38122,Trento,,,,,,,,,,,,,,,,,,
PANE E LATTE                                                ,Negozio di alimentari di piccola dimensione (pane e latte),Small-sized food shop (milk and bread),Alimentari,,," PIAZZA GEN. A. CANTORE, 9    ",38121,Trento,,,,,,,,,,,,,,,,,,
PANE E LATTE                                                ,Negozio di alimentari di piccola dimensione (pane e latte),Small-sized food shop (milk and bread),Alimentari,,," LARGO G. CARDUCCI, 48                                     ",38122,Trento,,,,,,,,,,,,,,,,,,
PANE E LATTE                                                ,Negozio di alimentari di piccola dimensione (pane e latte),Small-sized food shop (milk and bread),Alimentari,,," VIA CAMILLO BENSO CAVOUR, 25 ",38122,Trento,,,,,,,,,,,,,,,,,,
PANE E LATTE                                                ,Negozio di alimentari di piccola dimensione (pane e latte),Small-sized food shop (milk and bread),Alimentari,,," VIA DEL COMMERCIO, 4                                     ",38121,Trento,,,,,,,,,,,,,,,,,,
PANE E LATTE                                                ,Negozio di alimentari di piccola dimensione (pane e latte),Small-sized food shop (milk and bread),Alimentari,,," VIA G. GARIBALDI, 21                                      ",38122,Trento,,,,,,,,,,,,,,,,,,
PANE E LATTE                                                ,Negozio di alimentari di piccola dimensione (pane e latte),Small-sized food shop (milk and bread),Alimentari,,," VIA B. GIOVANELLI, 33                                     ",38122,Trento,,,,,,,,,,,,,,,,,,
PANE E LATTE                                                ,Negozio di alimentari di piccola dimensione (pane e latte),Small-sized food shop (milk and bread),Alimentari,,," VIA GOCCIADORO, 46                                        ",38122,Trento,,,,,,,,,,,,,,,,,,
PANE E LATTE                                                ,Negozio di alimentari di piccola dimensione (pane e latte),Small-sized food shop (milk and bread),Alimentari,,," VIA GORIZIA, 27                                           ",38122,Trento,,,,,,,,,,,,,,,,,,
PANE E LATTE                                                ,Negozio di alimentari di piccola dimensione (pane e latte),Small-sized food shop (milk and bread),Alimentari,,," VIA DON GIUSEPPE GRAZIOLI, 2  ",38122,Trento,,,,,,,,,,,,,,,,,,
PANE E LATTE                                                ,Negozio di alimentari di piccola dimensione (pane e latte),Small-sized food shop (milk and bread),Alimentari,,," VIA DON GIUSEPPE GRAZIOLI, 72  ",38122,Trento,,,,,,,,,,,,,,,,,,
PANE E LATTE                                                ,Negozio di alimentari di piccola dimensione (pane e latte),Small-sized food shop (milk and bread),Alimentari,,," VIA R. LUNELLI, 31                                        ",38121,Trento,,,,,,,,,,,,,,,,,,
PANE E LATTE                                                ,Negozio di alimentari di piccola dimensione (pane e latte),Small-sized food shop (milk and bread),Alimentari,,," LUNGADIGE MARCO APULEIO, 26/2   ",38122,Trento,,,,,,,,,,,,,,,,,,
PANE E LATTE                                                ,Negozio di alimentari di piccola dimensione (pane e latte),Small-sized food shop (milk and bread),Alimentari,,," VIA G. MAZZINI, 15                                        ",38122,Trento,,,,,,,,,,,,,,,,,,
PANE E LATTE                                                ,Negozio di alimentari di piccola dimensione (pane e latte),Small-sized food shop (milk and bread),Alimentari,,," VIA GEN. GIACOMO MEDICI, 50 ",38123,Trento,,,,,,,,,,,,,,,,,,
PANE E LATTE                                                ,Negozio di alimentari di piccola dimensione (pane e latte),Small-sized food shop (milk and bread),Alimentari,,," VIA MILANO, 46/2                                          ",38122,Trento,,,,,,,,,,,,,,,,,,
PANE E LATTE                                                ,Negozio di alimentari di piccola dimensione (pane e latte),Small-sized food shop (milk and bread),Alimentari,,," VIA F.LLI PERINI, 137                                      ",38122,Trento,,,,,,,,,,,,,,,,,,
PANE E LATTE                                                ,Negozio di alimentari di piccola dimensione (pane e latte),Small-sized food shop (milk and bread),Alimentari,,," VIA F.LLI PERINI, 177/1                                    ",38122,Trento,,,,,,,,,,,,,,,,,,
PANE E LATTE                                                ,Negozio di alimentari di piccola dimensione (pane e latte),Small-sized food shop (milk and bread),Alimentari,,," VIA PIAVE, 28                                             ",38122,Trento,,,,,,,,,,,,,,,,,,
PANE E LATTE                                                ,Negozio di alimentari di piccola dimensione (pane e latte),Small-sized food shop (milk and bread),Alimentari,,," LARGO E. PRATI, 3                                        ",38122,Trento,,,,,,,,,,,,,,,,,,
PANE E LATTE                                                ,Negozio di alimentari di piccola dimensione (pane e latte),Small-sized food shop (milk and bread),Alimentari,,," LARGO E. PRATI, 5                                        ",38122,Trento,,,,,,,,,,,,,,,,,,
PANE E LATTE                                                ,Negozio di alimentari di piccola dimensione (pane e latte),Small-sized food shop (milk and bread),Alimentari,,," VIALE DELLE ROBINIE, 8                                   ",38123,Trento,,,,,,,,,,,,,,,,,,
PANE E LATTE                                                ,Negozio di alimentari di piccola dimensione (pane e latte),Small-sized food shop (milk and bread),Alimentari,,," VIA A. ROSMINI, 18                                        ",38122,Trento,,,,,,,,,,,,,,,,,,
PANE E LATTE                                                ,Negozio di alimentari di piccola dimensione (pane e latte),Small-sized food shop (milk and bread),Alimentari,,," VIALE ROVERETO, 11                                        ",38122,Trento,,,,,,,,,,,,,,,,,,
PANE E LATTE                                                ,Negozio di alimentari di piccola dimensione (pane e latte),Small-sized food shop (milk and bread),Alimentari,,," VIALE ROVERETO, 57                                        ",38122,Trento,,,,,,,,,,,,,,,,,,
PANE E LATTE                                                ,Negozio di alimentari di piccola dimensione (pane e latte),Small-sized food shop (milk and bread),Alimentari,,," VIA SAN PIO X, 26                                         ",38122,Trento,,,,,,,,,,,,,,,,,,
PANE E LATTE                                                ,Negozio di alimentari di piccola dimensione (pane e latte),Small-sized food shop (milk and bread),Alimentari,,," VIA SANTA CROCE, 28                                       ",38122,Trento,,,,,,,,,,,,,,,,,,
PANE E LATTE                                                ,Negozio di alimentari di piccola dimensione (pane e latte),Small-sized food shop (milk and bread),Alimentari,,," VIA G.A. SCOPOLI, 9                                      ",38122,Trento,,,,,,,,,,,,,,,,,,
PANE E LATTE                                                ,Negozio di alimentari di piccola dimensione (pane e latte),Small-sized food shop (milk and bread),Alimentari,,," VIA DEI SOLTERI, 49                                       ",38121,Trento,,,,,,,,,,,,,,,,,,
PANE E LATTE                                                ,Negozio di alimentari di piccola dimensione (pane e latte),Small-sized food shop (milk and bread),Alimentari,,," VIA DEL SUFFRAGIO, 76                                     ",38122,Trento,,,,,,,,,,,,,,,,,,
PANE E LATTE                                                ,Negozio di alimentari di piccola dimensione (pane e latte),Small-sized food shop (milk and bread),Alimentari,,," VIA DEL SUFFRAGIO, 104",38122,Trento,,,,,,,,,,,,,,,,,,
PANE E LATTE                                                ,Negozio di alimentari di piccola dimensione (pane e latte),Small-sized food shop (milk and bread),Alimentari,,," VIALE DEI TIGLI, 3/1                                     ",38123,Trento,,,,,,,,,,,,,,,,,,
PANE E LATTE                                                ,Negozio di alimentari di piccola dimensione (pane e latte),Small-sized food shop (milk and bread),Alimentari,,," GALLERIA TIRRENA, 1                                      ",38122,Trento,,,,,,,,,,,,,,,,,,
PANE E LATTE                                                ,Negozio di alimentari di piccola dimensione (pane e latte),Small-sized food shop (milk and bread),Alimentari,,," VIA DEL TRAVAI, 27                                        ",38122,Trento,,,,,,,,,,,,,,,,,,
PANE E LATTE                                                ,Negozio di alimentari di piccola dimensione (pane e latte),Small-sized food shop (milk and bread),Alimentari,,," VIA DEL TRAVAI, 36                                        ",38122,Trento,,,,,,,,,,,,,,,,,,
PANE E LATTE                                                ,Negozio di alimentari di piccola dimensione (pane e latte),Small-sized food shop (milk and bread),Alimentari,,," CORSO 3 NOVEMBRE, 38  ",38122,Trento,,,,,,,,,,,,,,,,,,
PANE E LATTE                                                ,Negozio di alimentari di piccola dimensione (pane e latte),Small-sized food shop (milk and bread),Alimentari,,," VIA C. VANNETTI, 31                                       ",38122,Trento,,,,,,,,,,,,,,,,,,
PANE E LATTE                                                ,Negozio di alimentari di piccola dimensione (pane e latte),Small-sized food shop (milk and bread),Alimentari,,," PIAZZA VENEZIA, 40                                        ",38122,Trento,,,,,,,,,,,,,,,,,,
PANE E LATTE                                                ,Negozio di alimentari di piccola dimensione (pane e latte),Small-sized food shop (milk and bread),Alimentari,,," VIA G. VERDI, 11/A                                        ",38122,Trento,,,,,,,,,,,,,,,,,,
PANE E LATTE                                                ,Negozio di alimentari di piccola dimensione (pane e latte),Small-sized food shop (milk and bread),Alimentari,,," PIAZZA VICENZA, 16                                        ",38122,Trento,,,,,,,,,,,,,,,,,,
PANE E LATTE                                                ,Negozio di alimentari di piccola dimensione (pane e latte),Small-sized food shop (milk and bread),Alimentari,,," VIA G. B. TRENER, 16                                      ",38121,Trento,,,,,,,,,,,,,,,,,,
PANE E LATTE                                                ,Negozio di alimentari di piccola dimensione (pane e latte),Small-sized food shop (milk and bread),Alimentari,,," VIA VITTORIO VENETO, 10  ",38122,Trento,,,,,,,,,,,,,,,,,,
PANE E LATTE                                                ,Negozio di alimentari di piccola dimensione (pane e latte),Small-sized food shop (milk and bread),Alimentari,,," VIA VITTORIO VENETO, 94",38122,Trento,,,,,,,,,,,,,,,,,,
PANE E LATTE                                                ,Negozio di alimentari di piccola dimensione (pane e latte),Small-sized food shop (milk and bread),Alimentari,,," VIA VITTORIO VENETO, 100  ",38122,Trento,,,,,,,,,,,,,,,,,,
PANE E LATTE                                                ,Negozio di alimentari di piccola dimensione (pane e latte),Small-sized food shop (milk and bread),Alimentari,,," VIA VITTORIO VENETO, 166 ",38122,Trento,,,,,,,,,,,,,,,,,,
PANE E LATTE                                                ,Negozio di alimentari di piccola dimensione (pane e latte),Small-sized food shop (milk and bread),Alimentari,,," VIA A. VOLTA, 100                                          ",38123,Trento,,,,,,,,,,,,,,,,,,
SUPERMERCATI                             ,Negozio di alimentari di dimensioni medio-grandi (più di 400 m2)Negozio di alimentari di dimensioni medio-grandi (più di 400 m2)Negozio di alimentari di dimensioni medio-grandi (più di 400 m2)Negozio di alimentari di dimensioni medio-grandi (più di 400 m2)Negozio di alimentari di dimensioni medio-grandi (più di 400 m2),Medium/large-sized food shop (more than 400 m2)Medium/large-sized food shop (more than 400 m2)Medium/large-sized food shop (more than 400 m2)Medium/large-sized food shop (more than 400 m2)Medium/large-sized food shop (more than 400 m2),Alimentari,,," VIA DEL BRENNERO, 0 ",38122,Trento,,,,,,,,,,,,,,,,,,
SUPERMERCATI                             ,Negozio di alimentari di dimensioni medio-grandi (più di 400 m2)Negozio di alimentari di dimensioni medio-grandi (più di 400 m2)Negozio di alimentari di dimensioni medio-grandi (più di 400 m2)Negozio di alimentari di dimensioni medio-grandi (più di 400 m2)Negozio di alimentari di dimensioni medio-grandi (più di 400 m2),Medium/large-sized food shop (more than 400 m2)Medium/large-sized food shop (more than 400 m2)Medium/large-sized food shop (more than 400 m2)Medium/large-sized food shop (more than 400 m2)Medium/large-sized food shop (more than 400 m2),Alimentari,,," VIA DEL BRENNERO, 138    ",38121,Trento,,,,,,,,,,,,,,,,,,
SUPERMERCATI                             ,Negozio di alimentari di dimensioni medio-grandi (più di 400 m2)Negozio di alimentari di dimensioni medio-grandi (più di 400 m2)Negozio di alimentari di dimensioni medio-grandi (più di 400 m2)Negozio di alimentari di dimensioni medio-grandi (più di 400 m2)Negozio di alimentari di dimensioni medio-grandi (più di 400 m2),Medium/large-sized food shop (more than 400 m2)Medium/large-sized food shop (more than 400 m2)Medium/large-sized food shop (more than 400 m2)Medium/large-sized food shop (more than 400 m2)Medium/large-sized food shop (more than 400 m2),Alimentari,,," VIA DEL BRENNERO, 320  ",38121,Trento,,,,,,,,,,,,,,,,,,
SUPERMERCATI                             ,Negozio di alimentari di dimensioni medio-grandi (più di 400 m2)Negozio di alimentari di dimensioni medio-grandi (più di 400 m2)Negozio di alimentari di dimensioni medio-grandi (più di 400 m2)Negozio di alimentari di dimensioni medio-grandi (più di 400 m2)Negozio di alimentari di dimensioni medio-grandi (più di 400 m2),Medium/large-sized food shop (more than 400 m2)Medium/large-sized food shop (more than 400 m2)Medium/large-sized food shop (more than 400 m2)Medium/large-sized food shop (more than 400 m2)Medium/large-sized food shop (more than 400 m2),Alimentari,,," PIAZZA GEN. A. CANTORE, 30  ",38121,Trento,,,,,,,,,,,,,,,,,,
SUPERMERCATI                             ,Negozio di alimentari di dimensioni medio-grandi (più di 400 m2)Negozio di alimentari di dimensioni medio-grandi (più di 400 m2)Negozio di alimentari di dimensioni medio-grandi (più di 400 m2)Negozio di alimentari di dimensioni medio-grandi (più di 400 m2)Negozio di alimentari di dimensioni medio-grandi (più di 400 m2),Medium/large-sized food shop (more than 400 m2)Medium/large-sized food shop (more than 400 m2)Medium/large-sized food shop (more than 400 m2)Medium/large-sized food shop (more than 400 m2)Medium/large-sized food shop (more than 400 m2),Alimentari,,," VIA PADRE E. CHIOCCHETTI, 12 ",38121,Trento,,,,,,,,,,,,,,,,,,
SUPERMERCATI                             ,Negozio di alimentari di dimensioni medio-grandi (più di 400 m2)Negozio di alimentari di dimensioni medio-grandi (più di 400 m2)Negozio di alimentari di dimensioni medio-grandi (più di 400 m2)Negozio di alimentari di dimensioni medio-grandi (più di 400 m2)Negozio di alimentari di dimensioni medio-grandi (più di 400 m2),Medium/large-sized food shop (more than 400 m2)Medium/large-sized food shop (more than 400 m2)Medium/large-sized food shop (more than 400 m2)Medium/large-sized food shop (more than 400 m2)Medium/large-sized food shop (more than 400 m2),Alimentari,,," VIA DEL COMMERCIO, 13 ",38121,Trento,,,,,,,,,,,,,,,,,,
SUPERMERCATI                             ,Negozio di alimentari di dimensioni medio-grandi (più di 400 m2)Negozio di alimentari di dimensioni medio-grandi (più di 400 m2)Negozio di alimentari di dimensioni medio-grandi (più di 400 m2)Negozio di alimentari di dimensioni medio-grandi (più di 400 m2)Negozio di alimentari di dimensioni medio-grandi (più di 400 m2),Medium/large-sized food shop (more than 400 m2)Medium/large-sized food shop (more than 400 m2)Medium/large-sized food shop (more than 400 m2)Medium/large-sized food shop (more than 400 m2)Medium/large-sized food shop (more than 400 m2),Alimentari,,," VIA E. FERMI, 5                                          ",38123,Trento,,,,,,,,,,,,,,,,,,
SUPERMERCATI                             ,Negozio di alimentari di dimensioni medio-grandi (più di 400 m2)Negozio di alimentari di dimensioni medio-grandi (più di 400 m2)Negozio di alimentari di dimensioni medio-grandi (più di 400 m2)Negozio di alimentari di dimensioni medio-grandi (più di 400 m2)Negozio di alimentari di dimensioni medio-grandi (più di 400 m2),Medium/large-sized food shop (more than 400 m2)Medium/large-sized food shop (more than 400 m2)Medium/large-sized food shop (more than 400 m2)Medium/large-sized food shop (more than 400 m2)Medium/large-sized food shop (more than 400 m2),Alimentari,,," VIA E. FERMI, 15                                          ",38123,Trento,,,,,,,,,,,,,,,,,,
SUPERMERCATI                             ,Negozio di alimentari di dimensioni medio-grandi (più di 400 m2)Negozio di alimentari di dimensioni medio-grandi (più di 400 m2)Negozio di alimentari di dimensioni medio-grandi (più di 400 m2)Negozio di alimentari di dimensioni medio-grandi (più di 400 m2)Negozio di alimentari di dimensioni medio-grandi (più di 400 m2),Medium/large-sized food shop (more than 400 m2)Medium/large-sized food shop (more than 400 m2)Medium/large-sized food shop (more than 400 m2)Medium/large-sized food shop (more than 400 m2)Medium/large-sized food shop (more than 400 m2),Alimentari,,," VIA B. GIOVANELLI, 31                                     ",38122,Trento,,,,,,,,,,,,,,,,,,
